Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Ensembl Canonical	Gene name	Source of gene name	Gene % GC content	Gene type	GO term accession	GO term name	CDD ID	HGNC ID	NCBI gene (formerly Entrezgene) ID
ENSG00000010610	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	12	6786858	6820799	1	CD4	HGNC Symbol	48.56	protein_coding	GO:0030225	macrophage differentiation	cd07695	HGNC:1678	920
ENSG00000010610	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	12	6786858	6820799	1	CD4	HGNC Symbol	48.56	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd07695	HGNC:1678	920
ENSG00000010610	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	12	6786858	6820799	1	CD4	HGNC Symbol	48.56	protein_coding	GO:0030225	macrophage differentiation	cd22570	HGNC:1678	920
ENSG00000010610	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	12	6786858	6820799	1	CD4	HGNC Symbol	48.56	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd22570	HGNC:1678	920
ENSG00000171049	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	19	51752026	51770531	1	FPR2	HGNC Symbol	43.43	protein_coding	GO:0001774	microglial cell activation	cd15117	HGNC:3827	2358
ENSG00000171049	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	19	51752026	51770531		FPR2	HGNC Symbol	43.43	protein_coding	GO:0001774	microglial cell activation	cd15117	HGNC:3827	2358
ENSG00000204472	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	6	31615217	31617021	1	AIF1	HGNC Symbol	53.91	protein_coding	GO:0001774	microglial cell activation		HGNC:352	199
ENSG00000204472	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	6	31615217	31617021		AIF1	HGNC Symbol	53.91	protein_coding	GO:0001774	microglial cell activation		HGNC:352	199
ENSG00000125450	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]	17	75205659	75235758	1	NUP85	HGNC Symbol	48.14	protein_coding	GO:0048246	macrophage chemotaxis		HGNC:8734	79902
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592		SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd05772	HGNC:9662	140885
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592		SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd16085	HGNC:9662	140885
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592		SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd16097	HGNC:9662	140885
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592	1	SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd05772	HGNC:9662	140885
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592	1	SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd16085	HGNC:9662	140885
ENSG00000198053	signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]	20	1894167	1940592	1	SIRPA	HGNC Symbol	51.36	protein_coding	GO:0071641	negative regulation of macrophage inflammatory protein 1 alpha production	cd16097	HGNC:9662	140885
ENSG00000186652	proteoglycan 2, pro eosinophil major basic protein [Source:HGNC Symbol;Acc:HGNC:9362]	11	57386780	57390650	1	PRG2	HGNC Symbol	50.99	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd03598	HGNC:9362	5553
ENSG00000275564	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	HSCHR19LRC_PGF1_CTG3_1	778610	795778	1	FCAR	HGNC Symbol	47.51	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd05711	HGNC:3608	2204
ENSG00000275564	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	HSCHR19LRC_PGF1_CTG3_1	778610	795778	1	FCAR	HGNC Symbol	47.51	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd05751	HGNC:3608	2204
ENSG00000101425	bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]	20	38260141	38337505		BPI	HGNC Symbol	47.35	protein_coding	GO:0043031	negative regulation of macrophage activation	cd00026	HGNC:1095	671
ENSG00000101425	bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]	20	38260141	38337505		BPI	HGNC Symbol	47.35	protein_coding	GO:0043031	negative regulation of macrophage activation	cd00025	HGNC:1095	671
ENSG00000050748	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	5	180233143	180292099	1	MAPK9	HGNC Symbol	43.58	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd07850	HGNC:6886	5601
ENSG00000050748	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	5	180233143	180292099		MAPK9	HGNC Symbol	43.58	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd07850	HGNC:6886	5601
ENSG00000050748	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	5	180233143	180292099		MAPK9	HGNC Symbol	43.58	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:6886	5601
ENSG00000160219	GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515]	X	154675249	154751583	1	GAB3	HGNC Symbol	40.81	protein_coding	GO:0030225	macrophage differentiation	cd13385	HGNC:17515	139716
ENSG00000087237	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	16	56961923	56983845		CETP	HGNC Symbol	50.76	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd00025	HGNC:1869	1071
ENSG00000087237	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	16	56961923	56983845	1	CETP	HGNC Symbol	50.76	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd00025	HGNC:1869	1071
ENSG00000108784	N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]	17	42536241	42544449	1	NAGLU	HGNC Symbol	56.84	protein_coding	GO:0001774	microglial cell activation		HGNC:7632	4669
ENSG00000108784	N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632]	17	42536241	42544449	1	NAGLU	HGNC Symbol	56.84	protein_coding	GO:0014004	microglia differentiation		HGNC:7632	4669
ENSG00000276051	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_APD_CTG1	1092579	1096751		HLA-G	HGNC Symbol	56.24	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:4964	3135
ENSG00000159899	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	9	35791003	35809732	1	NPR2	HGNC Symbol	49.66	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd06384	HGNC:7944	4882
ENSG00000159899	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	9	35791003	35809732	1	NPR2	HGNC Symbol	49.66	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd14042	HGNC:7944	4882
ENSG00000159899	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	9	35791003	35809732	1	NPR2	HGNC Symbol	49.66	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd07302	HGNC:7944	4882
ENSG00000204560	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	6	30653119	30673006	1	DHX16	HGNC Symbol	49.97	protein_coding	GO:0038187	pattern recognition receptor activity	cd18791	HGNC:2739	8449
ENSG00000204560	DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]	6	30653119	30673006	1	DHX16	HGNC Symbol	49.97	protein_coding	GO:0038187	pattern recognition receptor activity	cd17974	HGNC:2739	8449
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0030225	macrophage differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0045651	positive regulation of macrophage differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:1990682	CSF1-CSF1R complex		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0005157	macrophage colony-stimulating factor receptor binding		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0010743	regulation of macrophage derived foam cell differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0038145	macrophage colony-stimulating factor signaling pathway		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0061518	microglial cell proliferation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:0061519	macrophage homeostasis		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:1902228	positive regulation of macrophage colony-stimulating factor signaling pathway		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992	1	CSF1	HGNC Symbol	54.81	protein_coding	GO:1905523	positive regulation of macrophage migration		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0030225	macrophage differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0045651	positive regulation of macrophage differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:1990682	CSF1-CSF1R complex		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0005157	macrophage colony-stimulating factor receptor binding		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:0010743	regulation of macrophage derived foam cell differentiation		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:1902228	positive regulation of macrophage colony-stimulating factor signaling pathway		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:1904141	positive regulation of microglial cell migration		HGNC:2432	1435
ENSG00000184371	colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]	1	109910242	109930992		CSF1	HGNC Symbol	54.81	protein_coding	GO:1905523	positive regulation of macrophage migration		HGNC:2432	1435
ENSG00000126456	interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]	19	49659569	49665875		IRF3	HGNC Symbol	57.17	protein_coding	GO:0071888	macrophage apoptotic process	cd00103	HGNC:6118	3661
ENSG00000129988	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	20	38346482	38377013	1	LBP	HGNC Symbol	47.03	protein_coding	GO:0043032	positive regulation of macrophage activation	cd00025	HGNC:6517	3929
ENSG00000129988	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	20	38346482	38377013	1	LBP	HGNC Symbol	47.03	protein_coding	GO:0002281	macrophage activation involved in immune response	cd00025	HGNC:6517	3929
ENSG00000129988	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	20	38346482	38377013	1	LBP	HGNC Symbol	47.03	protein_coding	GO:0043032	positive regulation of macrophage activation	cd00026	HGNC:6517	3929
ENSG00000129988	lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]	20	38346482	38377013	1	LBP	HGNC Symbol	47.03	protein_coding	GO:0002281	macrophage activation involved in immune response	cd00026	HGNC:6517	3929
ENSG00000126456	interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]	19	49659569	49665875	1	IRF3	HGNC Symbol	57.17	protein_coding	GO:0071888	macrophage apoptotic process	cd00103	HGNC:6118	3661
ENSG00000126456	interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]	19	49659569	49665875		IRF3	HGNC Symbol	57.17	protein_coding	GO:0071888	macrophage apoptotic process		HGNC:6118	3661
ENSG00000143952	VPS54 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:18652]	2	63892146	64019428	1	VPS54	HGNC Symbol	37.1	protein_coding	GO:0014004	microglia differentiation		HGNC:18652	51542
ENSG00000137275	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]	6	3063824	3115187		RIPK1	HGNC Symbol	45.37	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd08777	HGNC:10019	8737
ENSG00000137275	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]	6	3063824	3115187	1	RIPK1	HGNC Symbol	45.37	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd08777	HGNC:10019	8737
ENSG00000137275	receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]	6	3063824	3115187	1	RIPK1	HGNC Symbol	45.37	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd14027	HGNC:10019	8737
ENSG00000122133	progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]	9	135561756	135566955	1	PAEP	HGNC Symbol	57.92	protein_coding	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	cd19416	HGNC:8573	5047
ENSG00000122133	progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]	9	135561756	135566955		PAEP	HGNC Symbol	57.92	protein_coding	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	cd19416	HGNC:8573	5047
ENSG00000217555	chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]	16	66552563	66566251		CKLF	HGNC Symbol	41.69	protein_coding	GO:0048246	macrophage chemotaxis		HGNC:13253	51192
ENSG00000217555	chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]	16	66552563	66566251	1	CKLF	HGNC Symbol	41.69	protein_coding	GO:0048246	macrophage chemotaxis		HGNC:13253	51192
ENSG00000231268	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_APD_CTG1	3513570	3516926		AGER	HGNC Symbol	56.6	protein_coding	GO:0001774	microglial cell activation	cd00096	HGNC:320	177
ENSG00000231268	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	HSCHR6_MHC_APD_CTG1	3513570	3516926		AGER	HGNC Symbol	56.6	protein_coding	GO:0005044	scavenger receptor activity	cd00096	HGNC:320	177
ENSG00000101916	toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	X	12906620	12923169	1	TLR8	HGNC Symbol	41.32	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:15632	51311
ENSG00000101916	toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	X	12906620	12923169		TLR8	HGNC Symbol	41.32	protein_coding	GO:0038187	pattern recognition receptor activity		HGNC:15632	51311
ENSG00000233095	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_SSTO_CTG1	1132998	1137170		HLA-G	HGNC Symbol	56.27	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd21022	HGNC:4964	3135
ENSG00000233095	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	HSCHR6_MHC_SSTO_CTG1	1132998	1137170		HLA-G	HGNC Symbol	56.27	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:4964	3135
ENSG00000189377	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]	19	42428278	42442946	1	CXCL17	HGNC Symbol	43.14	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis		HGNC:19232	284340
ENSG00000189377	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]	19	42428278	42442946	1	CXCL17	HGNC Symbol	43.14	protein_coding	GO:0048246	macrophage chemotaxis		HGNC:19232	284340
ENSG00000186951	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	22	46150521	46243755	1	PPARA	HGNC Symbol	46.4	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06965	HGNC:9232	5465
ENSG00000186951	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	22	46150521	46243755	1	PPARA	HGNC Symbol	46.4	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06932	HGNC:9232	5465
ENSG00000186951	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	22	46150521	46243755		PPARA	HGNC Symbol	46.4	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06965	HGNC:9232	5465
ENSG00000186951	peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]	22	46150521	46243755		PPARA	HGNC Symbol	46.4	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd06932	HGNC:9232	5465
ENSG00000104921	Fc epsilon receptor II [Source:HGNC Symbol;Acc:HGNC:3612]	19	7688758	7702146	1	FCER2	HGNC Symbol	53.51	protein_coding	GO:0042116	macrophage activation	cd03590	HGNC:3612	2208
ENSG00000104921	Fc epsilon receptor II [Source:HGNC Symbol;Acc:HGNC:3612]	19	7688758	7702146		FCER2	HGNC Symbol	53.51	protein_coding	GO:0042116	macrophage activation	cd03590	HGNC:3612	2208
ENSG00000204490	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	HSCHR6_MHC_COX_CTG1	3052854	3055623	1	TNF	HGNC Symbol	52.82	protein_coding	GO:0001774	microglial cell activation	cd00184	HGNC:11892	7124
ENSG00000057252	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	1	179293714	179358680	1	SOAT1	HGNC Symbol	39.63	protein_coding	GO:0010742	macrophage derived foam cell differentiation		HGNC:11177	6646
ENSG00000057252	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	1	179293714	179358680		SOAT1	HGNC Symbol	39.63	protein_coding	GO:0010742	macrophage derived foam cell differentiation		HGNC:11177	6646
