Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination
GCF_027579445.1	bAmmNel1.pri	Ammospiza nelsoni	2857394						bAmmNel1	female	GCF_027579445.1-RS_2023_09	1185463352	37	Chromosome	2023-01-09	JAQCNT01	12036358	74723840	77	0.9900406	0.9869052	0.0031353745	0.0014754703	0.008483955	passeriformes_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA839456	SAMN28421656	18165	15799	325				
GCF_901709675.1	fSynAcu1.2	Syngnathus acus	161584								NCBI Syngnathus acus Annotation Release 100	324331233	22	Chromosome	2020-07-31	CABFKE02	11959915	14974571	87	0.97884613	0.9662088	0.012637363	0.0054945056	0.015659342	actinopterygii_odb10		SC	PRJEB32741	SAMEA104381750	24927	19551	274				
GCF_028018845.1	bMelGeo1.pri	Melospiza georgiana	44398						bMelGeo1	female	GCF_028018845.1-RS_2023_07	1162015399	36	Chromosome	2023-01-31	JAQMCQ01	10446106	74254230	40	0.9853375	0.9815566	0.0037808926	0.0018443379	0.012818148	passeriformes_odb10	PacBio Sequel II HiFi	Vertebrate Genomes Project	PRJNA915609	SAMN22787412	17000	15448	298				
GCF_035609145.1	aEleCoq1.hap1	Eleutherodactylus coqui	57060			aEleCoq1				male	GCF_035609145.1-RS_2024_07	3371297528	13	Chromosome	2024-01-12	JAYJKH01	10388966	277440397	956	0.9463277	0.926177	0.02015066	0.008286253	0.045386065	tetrapoda_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1057919	SAMN39150572	61928	21776	12918				
GCF_024500385.1	UOR_Ptae_1.2	Phyllopteryx taeniolatus	161469						TA_2022b	female	GCF_024500385.1-RS_2023_12	652157009	23	Chromosome	2022-08-03	JAMWDW01	9935855	31005324	1258	0.97664833	0.96813184	0.008516484	0.0065934067	0.016758243	actinopterygii_odb10	PacBio Sequel	University of Oregon	PRJNA765702	SAMN28950364	25499	19926	231				
GCF_004027225.2	bStrHab1.2.pri	Strigops habroptila	2489341						Jane	female	NCBI Strigops habroptila Annotation Release 101	1148597545	25	Chromosome	2020-03-04	RXXE02	9454087	83240647	89	0.9887263	0.97613335	0.012592948	0.0031182538	0.0081554325	aves_odb10	PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics HiC	Vertebrate Genomes Project	PRJNA489135	SAMN09948751	19379	16053	165				
GCF_015846415.1	ASM1584641v1	Triplophysa dalaica	1582913						WHDGS20190420	female	GCF_015846415.1-RS_2023_06	607923607	25	Chromosome	2020-12-11	JABZFK01	9273388	23627495	50	0.9739011	0.9541209	0.01978022	0.0013736264	0.024725275	actinopterygii_odb10	PacBio Sequel II	HeNan Normal University and Wuhan diggers	PRJNA624716	SAMN14582390	33608	24283	671				
GCF_027791375.1	UM_Iind_1.1	Indicator indicator	1002788						239-I01	female	GCF_027791375.1-RS_2023_03	1147325966	44	Chromosome	2023-01-13	JAQHUL01	8710530	38137700	896	0.97109616	0.9674982	0.003597985	0.0033581194	0.025545694	aves_odb10	PacBio CLR	Brood Parasitic Bird Genomes Consortium	PRJNA900296	SAMN31686289	15060	14393	115				
GCF_036169615.1	bHelExo1.hap1	Heliangelus exortis	472823								GCF_036169615.1-RS_2025_02	1049650714	33	Chromosome	2024-01-26	JAVJNM01	8413062	73898144	131	0.9751739	0.9702566	0.0049172463	0.005157112	0.019668985	aves_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1012326	SAMN37253778	20276	15365	128				
GCF_027887145.1	bAmmCau1.pri	Ammospiza caudacuta	2857398						bAmmCau1	female	GCF_027887145.1-RS_2023_08	1241209685	40	Chromosome	2023-01-18	JAQIHB01	8252193	78443464	282	0.9924382	0.988934	0.003504242	0.0018443379	0.0057174475	passeriformes_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA839452	SAMN28421630	18099	16439	366				
GCF_021018805.1	Cam_Psub_1.2	Prinia subflava	208062					Zambia	CZ2003	female	GCF_021018805.1-RS_2024_02	1119947663	37	Chromosome	2024-01-26	JAIOWR02	7918915	63498583	538	0.9891184	0.9716894	0.017428992	0.0021209887	0.008760605	passeriformes_odb10	PacBio Sequel	University of Missouri	PRJNA758068	SAMN20994451	19289	16306	248				
GCF_029582105.1	OMel1.0	Oenanthe melanoleuca	2939378						GR-GAL-2019-014	male	GCF_029582105.1-RS_2023_05	1036256795	31	Chromosome	2023-04-06	JARJVX01	7795761	69618406	587	0.9857986	0.98072666	0.005071929	0.004426411	0.00977499	passeriformes_odb10	PacBio Sequel; Illumina NovaSeq	Swiss Ornithological Institute	PRJNA937434	SAMN33408179	18947	16429	321				
GCF_024509145.1	ASM2450914v1	Vidua macroura	187451						BioBank_ID:100142	female	GCF_024509145.1-RS_2023_03	1123252761	41	Chromosome	2022-08-03	JAMGYM01	7488902	61801348	223	0.98791957	0.98459977	0.0033198083	0.0028587237	0.00922169	passeriformes_odb10	PacBio RSII	University of Missouri	PRJNA822827	SAMN27279399	20373	16296	140				
GCF_009819655.1	bSylAtr1.pri	Sylvia atricapilla	48155						bSylAtr1	female	GCF_009819655.1-RS_2024_07	1066786587	35	Chromosome	2019-12-31	WNMY01	7345957	72978054	189	0.9787901	0.9656953	0.013094799	0.0057174475	0.015492438	passeriformes_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA558064	SAMN12369542	18169	15521	304				
GCF_003331165.1	Xiphophorus_hellerii-4.1	Xiphophorus hellerii	8084			12219				male	NCBI Xiphophorus hellerii Annotation Release 100	732889490	24	Chromosome	2019-12-05	QPIH02	7084538	32404057	86	0.9847499	0.9675935	0.01715638	0.0028922632	0.0123578515	cyprinodontiformes_odb10	PacBio Sequel; Illumina	McDonnell Genome Institute - Washington University School of Medicine	PRJNA290782	SAMN09545741	30259	23921	295				
GCF_025201925.1	rGopFla2.mat.asm	Gopherus flavomarginatus	286002						rGopFla2		GCF_025201925.1-RS_2023_02	2460542086	25	Chromosome	2022-09-15	JAMKFC01	6917139	162938067	621	0.9846257	0.9721925	0.012433155	0.003342246	0.012032085	sauropsida_odb10	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	Vertebrate Genomes Project	PRJNA794188	SAMN24199108	29021	20882	1402				
GCF_009834535.1	BCGSAC_Cfer_1.0	Camelus ferus	419612						YT-003-E	male	NCBI Camelus ferus Annotation Release 102	2087077296	37	Chromosome	2020-01-08	VSZR01	5365398	76025729	2042	0.9781777	0.9694788	0.008698912	0.007274091	0.014548182	cetartiodactyla_odb10	PacBio Sequel; Hi-C	The Bactrian Camels Genome Sequencing and Analysis Consortium	PRJNA550024	SAMN12102236	33358	20222	2346				
GCF_027409825.1	fScoJap1.pri	Scomber japonicus	13676						fScoJap1	male	GCF_027409825.1-RS_2023_02	828681152	24	Chromosome	2022-12-28	JAPYKA01	4898551	34636535	360	0.98406595	0.9728022	0.0112637365	0.0065934067	0.00934066	actinopterygii_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA912108	SAMN32224830	32314	23573	457				
GCF_947179515.1	mApoSyl1.1	Apodemus sylvaticus	10129								GCF_947179515.1-RS_2023_02	2889785202	25	Chromosome	2022-10-28	CAMXCG01	4449850	120938251	497	0.99297	0.98441803	0.008551964	0.0024641252	0.0045658792	glires_odb10	PacBio,Illumina,Arima2	WELLCOME SANGER INSTITUTE	PRJEB56948	SAMEA7702024	34626	22444	6268				
GCF_023856365.1	BBRACH_0.4	Brienomyrus brachyistius	42636						T26	male	NCBI Brienomyrus brachyistius Annotation Release 100	988088817	25	Chromosome	2022-06-28	JAMWYG01	4190077	27298164	1425	0.99038464	0.9497253	0.040659342	0.0021978023	0.0074175824	actinopterygii_odb10	PacBio Sequel; Illumina	Michigan State University	PRJNA845764	SAMN28860763	48042	25637	1265				
GCF_027579735.1	aBomBom1.pri	Bombina bombina	8345						aBomBom1	male	GCF_027579735.1-RS_2023_03	10019663791	12	Chromosome	2023-01-09	JAQBIC01	3759931	1241340601	2467	0.9376648	0.8905838	0.04708098	0.015819209	0.04651601	tetrapoda_odb10	PacBio Sequel I CLR	Vertebrate Genomes Project	PRJNA915412	SAMN32378350	31613	22468	1998				
GCF_009762535.1	fNotCel1.pri	Notolabrus celidotus	1203425						fNotCel1	male	NCBI Notolabrus celidotus Annotation Release 100	846744125	24	Chromosome	2019-12-18	WOTL01	3748462	37090664	467	0.9706044	0.96236265	0.008241759	0.00467033	0.024725275	actinopterygii_odb10	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561956	SAMN12623201	28408	22740	147				
GCF_963662255.1	bCinCin1.1	Cinclus cinclus	127875								GCF_963662255.1-RS_2024_01	1170837027	39	Chromosome	2023-12-11	CAVLEW01	3563180	74357285	277	0.9861675	0.9829399	0.0032275913	0.0029509405	0.010881593	passeriformes_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB68422	SAMEA9679959	17187	16099	197				
GCF_963506605.1	rZooViv1.1	Zootoca vivipara	8524								GCF_963506605.1-RS_2023_10	1440239386	19	Chromosome	2023-09-20	CAUOQL01	3447840	96056580	48	0.9760695	0.955615	0.020454545	0.0036096256	0.020320855	sauropsida_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB66180	SAMEA111528662	22823	20197	491				
GCF_017654505.1	ASM1765450v1	Polyodon spathula	7913						WHYD16114869_AA		NCBI Polyodon spathula Annotation Release 100	1542066908	60	Chromosome	2021-03-31	JADDYA01	3441286	48906729	4234	0.96263736	0.51868135	0.44395605	0.010439561	0.026923077	actinopterygii_odb10	Illumina HiSeq	Yangtze River Fisheries Research Institute, Chinese Academy of Fishery Sciences	PRJNA484687	SAMN09842169	37231	30722	1569				
GCF_963576545.1	fLimLim1.1	Limanda limanda	27771								GCF_963576545.1-RS_2023_11	717580706	23	Chromosome	2023-11-03	CAUYVP01	3420448	28632645	338	0.9953297	0.9736264	0.021703297	0.0019230769	0.0027472528	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB68099	SAMEA112765706	33112	22769	702				
GCF_963932015.1	bAnaAcu1.1	Anas acuta	28680								GCF_963932015.1-RS_2024_09	1189296988	39	Chromosome	2024-02-07	CAWVPS01	3416933	76435830	394	0.99064523	0.9853682	0.005277045	0.0038378509	0.0055169105	aves_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB72290	SAMEA112468036	24772	16993	276				
GCF_963455315.2	mGloMel1.2	Globicephala melas	9731								GCF_963455315.2-RS_2024_11	2651276051	23	Chromosome	2024-09-07	CAUOHG02	3290841	105087932	992	0.97735286	0.96692914	0.010423697	0.009148857	0.013498313	cetartiodactyla_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB65996	SAMEA111380538	29204	18508	4080				
GCF_963514075.1	fConCon1.1	Conger conger	82655								GCF_963514075.1-RS_2023_11	1136402888	19	Chromosome	2023-09-29	CAUPSU01	3090688	64882367	380	0.9785714	0.8923077	0.08626374	0.0063186814	0.01510989	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB66426	SAMEA12219431	37124	26618	1106				
GCF_963259705.1	mMyoDau2.1	Myotis daubentonii	98922								GCF_963259705.1-RS_2023_09	2127807131	23	Chromosome	2023-08-20	CAUJLG01	3062752	102234773	121	0.9861043	0.95602417	0.030080104	0.003923492	0.009972208	laurasiatheria_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB65246	SAMEA9921455	32043	21049	5875				
GCF_902148845.1	fSalaFa1.1	Salarias fasciatus	181472								NCBI Salarias fasciatus Annotation Release 100	797490645	22	Chromosome	2019-07-03	CABFVL01	2597836	32729575	202	0.98434067	0.914011	0.07032967	0.0024725276	0.013186813	actinopterygii_odb10		SC	PRJEB33184	SAMEA4966329	29119	24392	772				
GCF_902148855.1	fSphaOr1.1	Sphaeramia orbicularis	375764								NCBI Sphaeramia orbicularis Annotation Release 100	1342662642	23	Chromosome	2019-07-03	CABFVN01	2360121	57165184	340	0.99038464	0.9543956	0.035989013	0.0024725276	0.007142857	actinopterygii_odb10		SC	PRJEB33177	SAMEA4966328	29725	24116	1145				
GCF_903995425.1	mOncTor1.1	Onychomys torridus	38674								NCBI Onychomys torridus Annotation Release 100	2468394440	24	Chromosome	2020-08-21	CAJFAA01	2276141	112723509	2949	0.97021306	0.96050155	0.009711552	0.008624438	0.021162488	glires_odb10		SC	PRJEB39770	SAMEA104026389	28999	20942	4226				
GCF_018831695.1	ASM1883169v1	Puntigrus tetrazona	1606681						hp1		NCBI Puntigrus tetrazona Annotation Release 100	730801986	25	Chromosome	2021-06-10	JAEQBD01	1423374	25085836	1121	0.9909341	0.9417582	0.049175825	0.0035714286	0.0054945056	actinopterygii_odb10	Illumina HiSeq; Nanopore	China Academy of Fishery Sciencey	PRJNA683758	SAMN17036344	40303	25865	6593				
GCF_029633865.1	fLamInc1.hap2	Lampris incognitus	2546036						fLamInc1	male	GCF_029633865.1-RS_2023_05	1482357630	21	Chromosome	2023-04-13	JARULE01	917127	62607046	544	0.9717033	0.9541209	0.017582418	0.008791209	0.019505495	actinopterygii_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA951788	SAMN34060140	27751	20934	1290				
GCF_019320065.1	ASM1932006v1	Cervus canadensis	1574408						Bull #8, Minnesota	male	NCBI Cervus canadensis Annotation Release 100	2526613007	35	Chromosome	2021-07-26	JACTMD01	914577	77654944	185	0.9782527	0.94278216	0.035470568	0.005399325	0.016347956	cetartiodactyla_odb10	PacBio RSII; Illumina HiSeq	Iowa State University	PRJNA657053	SAMN15814149	35756	22348	4037				
GCF_040869285.1	UKY_Mglu_1.0	Myxine glutinosa	7769						MG_SS	hermaphrodite	GCF_040869285.1-RS_2024_08	3829258836	14	Chromosome	2024-07-30	JBEBLH01	847554	156894492	4269	0.71138936	0.6100179	0.1013715	0.05515802	0.23345259	vertebrata_odb10	PacBio Sequel	University of Kentucky	PRJNA1104135	SAMN41069696	29685	22424	1522				
GCF_026213295.1	NIFS_Gcha_1.0	Gadus chalcogrammus	1042646						NIFS_2021	female	GCF_026213295.1-RS_2023_05	629920150	23	Chromosome	2022-11-18	JAHRIL01	358862	27035343	167	0.94093406	0.88928574	0.051648352	0.012362638	0.046703298	actinopterygii_odb10	Illumina NovaSeq	National Institute of Fisheries Science	PRJNA736536	SAMN19652023	37220	23523	1082				
GCF_003255815.1	Tgel_1.0	Theropithecus gelada	9565						Dixy	female	NCBI Theropithecus gelada Annotation Release 100	2889614139	22	Chromosome	2018-06-19	QGDE01	310061	130230028	15307	0.987373	0.97503626	0.01233672	0.0063134977	0.0063134977	primates_odb10	Illumina HiSeq	Kenneth Chiou's shared submissions	PRJNA470999	SAMN09197221	32585	20683	6781				
GCF_022355385.1	MUSNIG.SB6536	Mustela nigripes	77151						SB6536	male	GCF_022355385.1-RS_2023_09	2498532951	19	Chromosome	2022-02-24	JABTCS01	148763	145433501	20574	0.9816577	0.956075	0.025582679	0.0057233484	0.012618949	carnivora_odb10	10X Genomics linked reads; Bionano optical maps; HiC sequencing	Smithsonian Institution	PRJNA634921	SAMN15012758	30655	20269	4217				
GCF_900095145.1	PAHARI_EIJ_v1.1	Mus pahari	10093							female	NCBI Mus pahari Annotation Release 101	2475012951	24	Chromosome	2017-04-28	FMBV02	29465	111406228	2581								EBI	PRJEB14896	SAMEA3367645	29483	20482	5529				
GCF_014905685.2	NemWhi1	Nematolebias whitei	451745						Nwh7	female	NCBI Nematolebias whitei Updated Annotation Release 100.20210725	1218316901	24	Chromosome	2021-03-24	JAAMPK01	19984	49984095	18998	0.85282326	0.845001	0.0078222575	0.020903176	0.12627359	cyprinodontiformes_odb10	Illumina	Michigan State University	PRJNA560526	SAMN12588121	23454	21341	412				
GCF_047495875.1	PitAlb_v1	Pithys albifrons albifrons	3385563						INPA30051		GCF_047495875.1-RS_2025_02	1144301792	40	Chromosome	2025-02-07	JBJXCU01	11992177	77071861	53	0.96956843	0.96634084	0.0032275913	0.005071929	0.025359645	passeriformes_odb10	PacBio HIFI; Bionano; Hi-C	Louisiana State University	PRJNA1196901	SAMN45682346	17300	15076	293				
GCF_027244095.1	rHemCap1.1.pri	Hemicordylus capensis	884348					Gifberg		male	GCF_027244095.1-RS_2023_02	2294751221	17	Chromosome	2022-12-28	JAPMAM01	160691000	359646233	44	0.9800802	0.9602941	0.019786097	0.0037433156	0.016176471	sauropsida_odb10	PacBio Sequel IIe; Dovetail Omni-C	University of Antwerp	PRJNA899811	SAMN31669488	31139	21239	693				
GCF_018350155.1	O.geoffroyi_Oge1_pat1.0	Leopardus geoffroyi	46844						Oge1	male	NCBI Leopardus geoffroyi Annotation Release 100	2426370816	18	Chromosome	2021-05-13	JAFEKB01	104474415	152606360	46	0.98958766	0.98255414	0.0070335125	0.0022755482	0.008136809	carnivora_odb10	PacBio Sequel 2	Texas A&M University	PRJNA684599	SAMN19729386	35984	20127	3604				
GCF_032405125.1	serow.2	Capricornis sumatraensis	34865						serow.1	pooled male and female	GCF_032405125.1-RS_2024_10	2828266837	24	Chromosome	2024-03-13	JAXIOT01	100934918	112748084	158	0.9877765	0.97802776	0.009748781	0.0058492688	0.006374203	cetartiodactyla_odb10	PacBio Sequel II	Northwest A&F University	PRJNA1002856	SAMN36864952	28923	20155	4098				
GCF_041146395.1	OSU_ERuf_1	Eulemur rufifrons	859984						Redbay	female	GCF_041146395.1-RS_2024_10	2415577446	30	Chromosome	2024-08-16	JBFNAD01	89959899	100874195	647	0.9706096	0.9603048	0.01030479	0.009071117	0.020319303	primates_odb10	PacBio RSII; Illumina NovaSeq	Oregon State University	PRJNA1104249	SAMN41072372	28489	19514	3934				
GCF_027409185.1	mCynVol1.pri	Cynocephalus volans	110931						mCynVol1	male	GCF_027409185.1-RS_2024_02	2814418120	20	Chromosome	2022-12-28	JAPWCP01	69195939	165781880	130	0.9870785	0.96619916	0.020879295	0.0031515916	0.009769934	euarchontoglires_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA911844	SAMN32206947	31559	21694	6175				
GCF_039906515.1	mPseCra1.hap1	Pseudorca crassidens	82174						mPseCra1	male	GCF_039906515.1-RS_2024_08	2674592094	23	Chromosome	2024-05-31	JBDMAU01	58817648	110095734	438	0.9779528	0.9697788	0.008173978	0.008773903	0.013273341	cetartiodactyla_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Dovetail Omni-C	Vertebrate Genomes Project	PRJNA1108771	SAMN41253811	31975	18472	4303				
GCF_035149785.1	rCanAsp1.hap2	Candoia aspera	51853						rCanAsp1	female	GCF_035149785.1-RS_2024_02	1530810380	18	Chromosome	2024-01-18	JAYKKZ01	55640180	209480725	149	0.96911764	0.957754	0.011363637	0.0045454544	0.026336899	sauropsida_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1009782	SAMN37159891	20506	18397	501				
GCF_016432865.1	AdamAnt_v2	Antechinus flavipes	38775					Samford, QLD, Australia	AdamAnt	male	GCF_016432865.1-RS_2023_02	3192643918	7	Chromosome	2021-01-06	JADWMD01	51843704	636717922	485	0.95360935	0.9360503	0.017559072	0.0073704747	0.039020162	mammalia_odb10	PacBio; BGISEQ-500; Hi-C	Nanjing Normal University	PRJNA565840	SAMN16807749	27226	20412	2104				
GCF_025265405.1	mMesDen1 primary haplotype	Mesoplodon densirostris	48708						mMesDen1	male	GCF_025265405.1-RS_2023_10	2683375131	22	Chromosome	2022-09-19	JANXIL01	48253041	125805690	73	0.9802775	0.9493063	0.030971128	0.004949381	0.014773154	cetartiodactyla_odb10		Vertebrate Genomes Project	PRJNA873668	SAMN29828597	27868	19759	3874				
GCF_032452875.1	ARS-OSU_banteng_1.0	Bos javanicus	9906		banteng					male	GCF_032452875.1-RS_2023_12	2972795249	31	Chromosome	2023-10-11	JAVLEU01	47146240	87549292	1517	0.9889014	0.9711286	0.017772779	0.0032245968	0.007874016	cetartiodactyla_odb10	Oxford Nanopore	Ruminant T2T Consortium	PRJNA988033	SAMN35998690	35317	21582	3900				
GCF_028023285.1	mBalRic1.hap2	Balaenoptera ricei	2746895						mBalRic1	female	GCF_028023285.1-RS_2023_09	2678442663	22	Chromosome	2023-01-30	JAQMGZ01	36541936	122071569	774	0.9835771	0.95710534	0.026471691	0.004049494	0.012373453	cetartiodactyla_odb10	PacBio Sequel II HiFi	Vertebrate Genomes Project	PRJNA921698	SAMN32629060	30387	19788	4049				
GCF_950005125.1	mChiNiv1.1	Chionomys nivalis	269649								GCF_950005125.1-RS_2023_06	2393390621	28	Chromosome	2023-05-01	CATLKQ01	30960136	88844950	160	0.99528915	0.9641977	0.031091463	0.0012320626	0.003478765	glires_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB61598	SAMEA13217622	28844	22222	3709				
GCF_029931775.1	rEulEur1.hap1	Euleptes europaea	460621						rEulEur1	male	GCF_029931775.1-RS_2023_06	1781916107	21	Chromosome	2023-05-15	JARABC01	26991305	102317683	591	0.97566843	0.9564171	0.019251337	0.0038770053	0.020454545	sauropsida_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA919166	SAMN32622440	21512	18633	645				
GCF_013368585.1	fMegCyp1.pri	Megalops cyprinoides	118141						fMegCyp1		NCBI Megalops cyprinoides Annotation Release 100	959241634	25	Chromosome	2020-06-23	JABWDM01	26850664	38251172	206	0.9887363	0.86043954	0.1282967	0.0024725276	0.008791209	actinopterygii_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561967	SAMN12623619	27986	25356	330				
GCF_027744805.1	RoL_Ddac_1.1	Dunckerocampus dactyliophorus	161453						RoL2022-P2	male	GCF_027744805.1-RS_2023_03	670648883	21	Chromosome	2023-01-13	JAPTFN01	26519775	32514960	157	0.98131865	0.971978	0.00934066	0.004945055	0.013736264	actinopterygii_odb10	Pacbio HiFi; Phase Genomics Hi-C	University of Idaho at Moscow	PRJNA851781	SAMN31865020	27331	20539	240				
GCF_027744825.2	RoL_Sspl_1.0	Synchiropus splendidus	270530						RoL2022-P1	male	GCF_027744825.2-RS_2023_02	582881826	19	Chromosome	2023-01-13	JAPTFM01	26259131	26259131	96	0.9785714	0.95357144	0.025	0.0038461538	0.017582418	actinopterygii_odb10	Pacbio HiFi; Phase Genomics Hi-C	University of Idaho at Moscow	PRJNA851781	SAMN31865018	25748	21404	118				
GCF_963921235.1	sMobHyp1.1	Mobula hypostoma	723540								GCF_963921235.1-RS_2024_02	3475679493	34	Chromosome	2024-01-06	CAWUEV01	23327000	152437164	200	0.97346455	0.94692904	0.02653548	0.0056648776	0.020870602	vertebrata_odb10	ONT, Illumina, omniC	Centro Nacional de Analisis Genomico	PRJEB71673	SAMEA115045128	23970	18916	1061				
GCF_024489055.1	ASM2448905v1	Chanodichthys erythropterus	933992						Z2021		GCF_024489055.1-RS_2024_08	1085510300	24	Chromosome	2022-07-29	JALPSW01	23286394	42399299	50	0.9909341	0.9739011	0.017032968	0.0043956046	0.00467033	actinopterygii_odb10	Oxford Nanopore PromethION	Qufu Normal University	PRJNA827856	SAMN27624467	36030	26703	1001				
GCF_039877785.1	fChaTrf1.hap1	Chaetodon trifascialis	109706						fChaTrf1	male	GCF_039877785.1-RS_2025_01	662489023	24	Chromosome	2024-05-29	JBDMAR01	21327470	29139200	36	0.99258244	0.98214287	0.010439561	0.0052197804	0.0021978023	actinopterygii_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1108764	SAMN41253346	24468	22038	405				
GCF_040054535.1	ASM4005453v1	Antennarius striatus	241820						MH-2024	female	GCF_040054535.1-RS_2024_09	548561997	24	Chromosome	2024-06-04	JBANDW01	21047747	23897462	42	0.9868132	0.96813184	0.01868132	0.0065934067	0.0065934067	actinopterygii_odb10	PacBio RSII	Northwestern Polytechnical University	PRJNA1078610	SAMN40012617	26800	21475	382				
GCF_902459505.1	aGeoSer1.1	Geotrypetes seraphini	260995								NCBI Geotrypetes seraphini Annotation Release 100	3779413726	19	Chromosome	2019-08-18	CABPRQ01	20656571	272612222	163	0.9619586	0.93879473	0.023163842	0.006967985	0.031073445	tetrapoda_odb10		SC	PRJEB33992	SAMEA104387963	24027	19223	789				
GCF_036850765.1	mSacBil1_pri_phased_curated	Saccopteryx bilineata	59482						mSacBil1	male	GCF_036850765.1-RS_2024_07	2612309609	13	Chromosome	2024-02-26	JAWMAK01	20156883	300074216	256	0.9836521	0.97008336	0.013568743	0.005721759	0.010626124	laurasiatheria_odb10	PacBio Sequel; Illumina NovaSeq; Bionano Saphyr	Bat1K	PRJNA1013202	SAMN37288508	32535	19291	5718				
GCF_030035675.1	rRhiFlo1.hap2	Rhineura floridana	261503						rRhiFlo1	female	GCF_030035675.1-RS_2023_12	2307419594	22	Chromosome	2023-05-22	JASFZN01	18156940	188683971	76	0.97473264	0.9550802	0.019652406	0.0053475937	0.019919787	sauropsida_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA953090	SAMN34105704	27857	20552	2695				
GCF_036850995.1	mSacLep1_pri_phased_curated	Saccopteryx leptura	249018						mSacLep1	male	GCF_036850995.1-RS_2024_07	2576497192	14	Chromosome	2024-02-26	JAVMPD01	17812205	224759591	167	0.98218083	0.9687756	0.013405264	0.0058034984	0.012015694	laurasiatheria_odb10	PacBio Sequel; Illumina NovaSeq; Bionano Saphyr	Bat1K	PRJNA1017170	SAMN37390139	32295	19426	5653				
GCF_043641665.1	fEnoArm2.hap1	Enoplosus armatus	215367						fEnoArm2		GCF_043641665.1-RS_2025_01	579881259	24	Chromosome	2024-10-30	JBCEDH01	17101116	25576037	135	0.98846155	0.9793956	0.009065934	0.007142857	0.0043956046	actinopterygii_odb10	PacBio Sequel IIe	Ocean Genomes	PRJNA1090822	SAMN40589647	26185	21720	815				
GCF_017976425.1	fToxJac2.pri	Toxotes jaculatrix	941984						fToxJac2		NCBI Toxotes jaculatrix Annotation Release 100	621503431	24	Chromosome	2021-04-15	JAGIYR01	15555772	26859436	96	0.9980769	0.9934066	0.00467033	0.0002747253	0.0016483517	actinopterygii_odb10	PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA717046	SAMN18445299	26242	22290	249				
